age,gender,occupation,marital_status,education_level,annual_income,residential_location,vehicle_make,vehicle_age,engine_size,mileage_driven_annually,accident_history,traffic_violations,claims_history,license_duration,risk
39,M,Engineer,Divorced,Bachelor,120000,Rural,Toyota,6,3.5,11000,0,2,3,23,High
50,F,Architect,Divorced,PhD,30000,Suburban,Mercedes,12,1.5,7000,1,2,3,32,High
27,F,Engineer,Divorced,Bachelor,25000,Suburban,Ford,5,2.5,15000,0,2,0,24,Medium
24,F,Artist,Single,Master,105000,Suburban,Toyota,6,1.5,15000,0,0,1,2,Medium
64,M,Student,Single,None,105000,Urban,Audi,12,3.0,13000,1,0,3,24,High
69,M,Lawyer,Divorced,PhD,40000,Suburban,Mercedes,9,3.0,12000,3,2,1,32,High
21,F,Manager,Widowed,None,45000,Rural,Ford,13,3.0,18000,0,1,3,29,High
37,F,Lawyer,Widowed,Bachelor,105000,Suburban,Mercedes,2,4.0,17000,2,3,1,23,High
22,M,Student,Divorced,Master,120000,Suburban,Honda,11,4.0,7000,2,1,0,6,Low
28,M,Doctor,Married,Master,75000,Urban,Nissan,9,3.0,5000,1,1,2,11,High
46,M,Student,Married,PhD,95000,Urban,Tesla,7,4.0,16000,3,0,0,35,Medium
66,F,Teacher,Single,Bachelor,75000,Urban,Chevrolet,4,2.0,10000,2,0,1,15,High
60,M,Doctor,Widowed,Master,100000,Rural,Nissan,3,1.5,6000,2,4,0,18,High
67,F,Artist,Widowed,Master,140000,Urban,Audi,1,2.0,16000,0,3,0,35,High
68,M,Architect,Married,PhD,100000,Suburban,Audi,8,3.0,17000,3,0,3,14,High
68,F,Manager,Widowed,PhD,80000,Urban,Mercedes,2,3.0,15000,3,2,3,3,High
47,F,Retired,Married,Master,30000,Rural,Ford,7,2.0,18000,2,4,3,13,High
21,F,Retired,Widowed,Master,85000,Suburban,Ford,11,3.5,7000,3,3,1,17,High
27,M,Student,Divorced,Master,90000,Rural,Toyota,3,2.5,15000,1,1,2,14,High
31,F,Retired,Widowed,Bachelor,35000,Urban,Audi,4,4.0,10000,1,3,0,38,High
46,M,Lawyer,Widowed,Master,85000,Urban,Nissan,2,2.0,12000,3,3,0,21,High
58,F,Teacher,Divorced,Bachelor,130000,Urban,Tesla,10,2.0,11000,2,4,0,39,High
23,M,Teacher,Married,None,140000,Rural,Honda,3,3.5,11000,3,1,0,9,Low
33,F,Lawyer,Married,None,50000,Urban,Ford,9,4.0,14000,0,1,0,37,Medium
30,F,Lawyer,Widowed,Master,120000,Urban,Ford,1,1.5,9000,3,2,3,36,High
18,F,Doctor,Widowed,PhD,40000,Urban,Toyota,4,2.0,5000,3,1,0,30,Low
46,F,Manager,Married,Bachelor,60000,Rural,Chevrolet,8,3.5,7000,1,3,3,12,High
54,M,Doctor,Married,PhD,120000,Urban,Mercedes,12,1.5,12000,1,1,2,7,High
33,F,Manager,Divorced,None,105000,Urban,Audi,6,1.5,8000,3,0,2,2,High
67,F,Retired,Widowed,Master,115000,Urban,Mercedes,9,3.5,6000,3,1,3,6,High
42,M,Lawyer,Single,Master,95000,Urban,Chevrolet,1,3.5,7000,3,0,2,37,High
41,M,Architect,Married,None,135000,Urban,Mercedes,1,3.5,18000,0,3,0,6,High
49,F,Lawyer,Single,PhD,45000,Urban,Honda,12,3.0,12000,1,2,2,23,High
47,F,Student,Divorced,PhD,145000,Rural,Chevrolet,10,4.0,6000,0,0,3,6,High
66,F,Teacher,Divorced,Bachelor,25000,Urban,Chevrolet,8,3.5,16000,3,2,1,18,High
48,M,Artist,Divorced,PhD,70000,Suburban,Toyota,4,2.0,10000,0,2,0,14,Low
45,F,Engineer,Single,PhD,35000,Rural,Audi,11,3.0,9000,2,4,2,30,High
22,M,Student,Married,PhD,85000,Rural,Nissan,10,3.0,6000,1,0,2,10,High
53,M,Lawyer,Married,PhD,105000,Rural,Mercedes,8,3.0,6000,1,4,0,9,High
65,F,Teacher,Divorced,Master,115000,Rural,Toyota,10,4.0,13000,0,3,2,16,High
23,F,Artist,Married,None,30000,Urban,Ford,4,3.5,10000,0,3,2,28,High
46,M,Teacher,Widowed,PhD,135000,Rural,Honda,1,1.5,15000,3,1,1,4,Medium
56,F,Manager,Single,None,60000,Rural,Nissan,10,2.0,9000,2,1,0,8,High
34,F,Student,Married,None,65000,Suburban,Mercedes,10,3.5,17000,2,1,1,23,Medium
24,M,Manager,Divorced,Bachelor,140000,Suburban,Mercedes,4,4.0,11000,3,0,0,33,Low
55,F,Teacher,Married,None,85000,Suburban,Toyota,11,3.5,8000,1,1,0,28,Medium
21,F,Teacher,Divorced,None,110000,Urban,Mercedes,8,4.0,12000,3,3,3,36,High
51,M,Student,Widowed,Bachelor,120000,Urban,Chevrolet,1,4.0,17000,2,3,3,37,High
48,F,Lawyer,Widowed,Bachelor,25000,Rural,Ford,14,3.5,14000,3,2,3,38,High
21,M,Lawyer,Widowed,PhD,85000,Urban,Nissan,5,2.0,5000,0,0,3,18,High
49,M,Architect,Single,None,35000,Rural,Tesla,6,2.5,10000,1,2,0,8,Medium
27,F,Lawyer,Divorced,Master,20000,Suburban,Toyota,5,1.5,13000,2,2,2,26,High
54,F,Retired,Widowed,Bachelor,105000,Rural,Audi,6,4.0,7000,3,3,1,33,High
62,M,Architect,Widowed,None,115000,Rural,Audi,12,2.5,10000,3,2,0,23,High
26,F,Retired,Divorced,PhD,40000,Urban,Tesla,7,2.5,17000,2,0,1,6,Medium
34,F,Doctor,Single,Master,120000,Urban,Toyota,11,2.5,18000,1,3,1,21,High
39,F,Engineer,Widowed,None,120000,Rural,Tesla,8,2.0,10000,2,2,1,3,Medium
68,F,Engineer,Divorced,Bachelor,70000,Suburban,Ford,3,4.0,17000,0,3,0,27,High
22,M,Student,Widowed,Master,100000,Urban,Nissan,5,3.5,18000,2,1,2,9,High
30,F,Lawyer,Widowed,Master,45000,Suburban,Honda,14,2.5,11000,1,3,1,27,High
44,F,Doctor,Married,None,75000,Rural,Honda,9,4.0,15000,0,1,1,18,Medium
68,M,Teacher,Widowed,Bachelor,25000,Urban,Tesla,8,3.5,12000,0,4,1,7,High
49,M,Retired,Divorced,Bachelor,130000,Suburban,Toyota,3,2.0,14000,0,0,0,26,Low
32,M,Teacher,Married,Bachelor,95000,Urban,Ford,4,2.5,11000,3,0,1,38,Medium
27,M,Manager,Widowed,PhD,60000,Rural,Ford,13,2.5,11000,1,2,2,34,High
50,M,Artist,Married,Master,135000,Urban,Mercedes,1,3.0,15000,3,2,0,1,Low
53,F,Manager,Widowed,PhD,20000,Suburban,BMW,1,3.5,8000,2,1,2,32,High
36,M,Manager,Widowed,Bachelor,95000,Suburban,Ford,1,4.0,16000,3,4,3,14,High
47,M,Doctor,Married,Bachelor,35000,Rural,Mercedes,8,1.5,18000,1,1,1,25,High
35,M,Student,Widowed,PhD,50000,Urban,Audi,8,2.0,9000,1,3,0,13,High
51,F,Teacher,Married,Master,65000,Urban,Ford,1,3.0,8000,0,1,0,16,Low
53,F,Doctor,Married,PhD,75000,Suburban,Audi,5,4.0,6000,3,3,0,30,High
66,F,Retired,Widowed,Master,60000,Rural,Audi,6,1.5,16000,1,1,3,26,High
64,M,Retired,Widowed,Bachelor,75000,Urban,Mercedes,11,1.5,18000,2,2,1,16,High
42,F,Artist,Single,PhD,120000,Urban,Audi,13,2.0,8000,0,2,3,17,High
50,M,Doctor,Single,Master,85000,Rural,Tesla,8,4.0,6000,2,4,2,17,High
68,F,Engineer,Widowed,Master,80000,Urban,Ford,13,2.5,5000,0,0,3,19,High
54,F,Manager,Widowed,None,115000,Urban,Ford,6,3.0,18000,1,2,3,2,High
59,F,Doctor,Divorced,Master,55000,Rural,Ford,8,1.5,12000,0,4,3,23,High
23,M,Artist,Single,PhD,50000,Suburban,Ford,7,3.0,15000,2,4,2,23,High
29,F,Teacher,Married,None,145000,Urban,Chevrolet,5,2.5,14000,1,0,0,39,Medium
34,M,Architect,Divorced,Master,50000,Suburban,Tesla,7,1.5,18000,3,3,3,35,High
37,M,Engineer,Widowed,Master,45000,Urban,Audi,3,4.0,6000,1,1,2,33,High
59,F,Artist,Single,PhD,95000,Urban,Ford,4,2.5,12000,3,1,3,38,High
59,F,Manager,Widowed,PhD,135000,Rural,Audi,9,3.0,8000,0,2,0,2,Low
61,F,Lawyer,Divorced,None,35000,Rural,Nissan,14,1.5,15000,0,0,0,3,High
45,F,Teacher,Single,None,110000,Urban,Ford,6,1.5,12000,0,2,0,2,Low
30,F,Retired,Single,PhD,120000,Urban,Ford,8,1.5,5000,1,3,0,37,High
62,F,Lawyer,Single,Master,60000,Urban,Honda,1,2.5,9000,0,4,1,12,High
67,M,Student,Divorced,Bachelor,85000,Rural,Nissan,1,3.0,11000,1,4,3,3,High
62,F,Architect,Married,Bachelor,90000,Rural,Nissan,9,2.5,9000,2,2,2,27,High
48,M,Doctor,Widowed,PhD,45000,Suburban,Mercedes,5,3.5,19000,1,0,1,34,High
36,F,Manager,Married,None,70000,Urban,Chevrolet,6,1.5,14000,1,1,3,20,High
35,M,Manager,Single,Master,125000,Rural,Ford,2,2.5,6000,3,2,2,2,High
24,F,Student,Divorced,PhD,100000,Urban,Ford,3,4.0,9000,2,4,1,7,High
39,M,Doctor,Divorced,Bachelor,20000,Urban,Audi,5,1.5,12000,3,2,2,32,High
50,M,Student,Divorced,Master,70000,Rural,Tesla,6,3.5,11000,3,3,0,11,High
30,F,Doctor,Single,PhD,135000,Suburban,Tesla,11,1.5,18000,2,4,2,21,High
67,M,Architect,Married,None,30000,Rural,Tesla,9,1.5,6000,1,4,3,24,High
62,F,Student,Divorced,None,70000,Rural,Audi,13,2.5,7000,1,2,2,9,High
64,M,Student,Widowed,PhD,50000,Suburban,Tesla,6,1.5,17000,3,3,1,18,High
23,M,Doctor,Widowed,Master,80000,Urban,Honda,2,2.5,19000,0,0,3,22,High
41,F,Lawyer,Single,Bachelor,115000,Suburban,Tesla,13,3.0,16000,2,1,1,6,High
66,M,Student,Married,Bachelor,45000,Suburban,Ford,14,2.5,13000,1,4,1,13,High
37,F,Teacher,Married,None,20000,Rural,Nissan,13,3.5,11000,0,4,3,11,High
35,M,Engineer,Single,Bachelor,110000,Suburban,Toyota,6,1.5,11000,3,3,2,12,High
36,F,Manager,Single,Bachelor,125000,Urban,Ford,5,3.5,16000,2,1,3,36,High
36,M,Architect,Married,None,110000,Suburban,Audi,7,3.0,11000,3,1,0,32,Low
30,F,Architect,Divorced,Bachelor,125000,Rural,Tesla,12,3.0,11000,3,3,1,17,High
48,F,Engineer,Married,PhD,20000,Suburban,Ford,6,2.0,11000,3,4,1,12,High
66,M,Engineer,Divorced,None,55000,Suburban,Ford,10,4.0,13000,2,0,0,8,High
27,M,Engineer,Married,PhD,65000,Suburban,Honda,5,3.0,19000,3,4,1,35,High
19,M,Doctor,Widowed,Master,100000,Urban,Toyota,5,3.5,8000,2,1,2,24,High
27,M,Student,Married,Bachelor,60000,Suburban,Mercedes,12,3.0,6000,1,2,0,11,High
46,F,Artist,Married,Bachelor,120000,Suburban,Mercedes,12,3.5,7000,1,0,1,16,High
26,M,Doctor,Divorced,Master,140000,Urban,Honda,13,2.5,15000,1,2,2,33,High
27,M,Architect,Single,Master,45000,Suburban,BMW,3,3.0,16000,2,3,3,3,High
28,F,Student,Single,None,115000,Urban,Audi,11,4.0,16000,2,1,3,19,High
45,F,Artist,Married,Bachelor,100000,Suburban,BMW,4,2.5,17000,1,1,0,21,Medium
26,M,Student,Divorced,Bachelor,20000,Suburban,Audi,2,4.0,6000,1,2,2,33,High
53,F,Teacher,Widowed,Bachelor,80000,Urban,BMW,7,2.0,7000,3,3,2,7,High
56,F,Lawyer,Single,None,115000,Rural,Toyota,7,1.5,5000,2,3,3,15,High
68,F,Doctor,Single,Bachelor,120000,Urban,Audi,6,3.0,8000,2,0,2,27,High
59,M,Lawyer,Married,PhD,30000,Urban,Honda,7,2.5,14000,2,0,0,7,High
56,F,Artist,Widowed,Bachelor,70000,Suburban,Tesla,7,1.5,7000,2,0,3,10,High
61,M,Student,Divorced,Bachelor,115000,Suburban,Mercedes,5,1.5,19000,2,4,1,28,High
37,M,Lawyer,Widowed,Bachelor,145000,Suburban,Audi,3,2.5,14000,3,2,3,4,High
23,F,Teacher,Widowed,Master,50000,Urban,Honda,13,3.0,19000,1,3,0,9,High
66,M,Teacher,Widowed,None,120000,Rural,Tesla,6,1.5,18000,0,2,0,10,High
31,F,Artist,Widowed,PhD,45000,Suburban,Chevrolet,6,3.0,15000,3,1,3,34,High
19,F,Doctor,Widowed,Master,60000,Rural,BMW,2,3.5,13000,3,3,1,26,High
42,F,Lawyer,Single,Master,75000,Rural,Nissan,3,3.0,6000,2,0,0,9,Medium
25,F,Architect,Married,Bachelor,90000,Urban,Ford,9,4.0,9000,3,1,2,32,High
68,M,Lawyer,Divorced,None,75000,Urban,Toyota,9,3.0,7000,1,0,1,13,Medium
51,F,Artist,Single,None,145000,Urban,Toyota,3,3.5,9000,0,0,3,12,High
23,F,Architect,Married,Master,40000,Urban,Nissan,8,2.0,13000,3,4,0,35,High
32,F,Teacher,Divorced,Master,70000,Suburban,Chevrolet,6,3.0,10000,2,3,0,36,High
67,M,Architect,Widowed,Master,105000,Rural,Honda,11,3.5,16000,3,2,3,7,High
44,F,Artist,Divorced,None,95000,Rural,Toyota,14,4.0,18000,2,2,2,21,High
40,F,Teacher,Married,Bachelor,90000,Rural,Mercedes,4,3.0,13000,2,3,1,35,High
59,F,Architect,Single,PhD,20000,Rural,Tesla,2,4.0,7000,2,4,0,38,High
45,F,Retired,Single,PhD,60000,Urban,Toyota,14,3.5,11000,0,4,1,36,High
18,M,Student,Divorced,None,140000,Suburban,Nissan,9,3.0,16000,3,3,2,2,High
59,F,Manager,Divorced,None,125000,Rural,Mercedes,12,1.5,17000,2,4,3,14,High
58,F,Artist,Widowed,Bachelor,135000,Rural,Honda,7,1.5,11000,0,0,3,22,High
19,F,Doctor,Married,Master,50000,Suburban,BMW,5,4.0,15000,0,4,1,37,High
46,M,Doctor,Married,None,110000,Suburban,Audi,2,4.0,10000,1,3,1,19,High
41,M,Doctor,Divorced,PhD,125000,Rural,Nissan,7,3.0,7000,3,1,0,39,Low
29,M,Lawyer,Married,Bachelor,145000,Rural,Mercedes,13,3.0,12000,0,2,3,38,High
36,F,Lawyer,Single,None,130000,Rural,Honda,4,4.0,18000,0,4,2,33,High
31,M,Retired,Widowed,None,100000,Suburban,BMW,4,2.5,16000,1,4,0,38,High
47,F,Engineer,Single,Bachelor,60000,Urban,Ford,9,2.5,8000,3,4,1,29,High
65,M,Student,Widowed,Bachelor,95000,Rural,Audi,1,3.5,15000,3,1,3,35,High
53,M,Student,Single,None,30000,Rural,Audi,5,3.0,5000,2,1,2,24,High
20,M,Doctor,Single,None,25000,Urban,Mercedes,3,2.0,7000,2,2,0,26,Low
67,F,Engineer,Widowed,Bachelor,145000,Rural,Audi,5,2.5,13000,0,2,0,12,Medium
62,M,Lawyer,Married,Bachelor,85000,Rural,Tesla,11,2.0,18000,2,4,3,28,High
57,F,Manager,Single,Master,75000,Rural,Audi,14,3.0,12000,1,2,3,24,High
30,M,Retired,Widowed,Master,115000,Suburban,BMW,1,3.5,16000,3,3,2,20,High
68,F,Teacher,Married,PhD,110000,Rural,BMW,1,2.0,5000,2,0,3,7,High
47,M,Student,Single,None,120000,Rural,Chevrolet,3,3.0,19000,0,4,0,14,High
48,F,Retired,Single,None,105000,Urban,Toyota,6,3.5,8000,3,4,2,6,High
39,F,Student,Single,Bachelor,90000,Suburban,Tesla,14,2.0,18000,1,2,1,28,High
54,M,Student,Divorced,PhD,100000,Rural,BMW,9,3.5,15000,1,1,1,31,Medium
37,M,Lawyer,Divorced,Bachelor,20000,Suburban,Nissan,12,2.5,19000,3,0,2,7,High
20,F,Doctor,Single,PhD,90000,Suburban,Mercedes,12,3.5,9000,1,2,1,29,High
49,F,Student,Divorced,PhD,35000,Urban,Chevrolet,2,4.0,14000,0,0,2,9,High
49,M,Engineer,Divorced,Bachelor,135000,Suburban,BMW,3,3.0,6000,3,2,0,19,Low
20,F,Doctor,Single,PhD,35000,Suburban,Toyota,7,1.5,15000,1,3,2,7,High
59,F,Engineer,Divorced,PhD,140000,Suburban,Ford,5,1.5,18000,0,3,0,23,High
21,F,Student,Married,PhD,80000,Suburban,Tesla,9,4.0,10000,3,3,2,15,High
55,M,Teacher,Divorced,PhD,80000,Suburban,Toyota,9,2.0,7000,2,0,2,17,High
48,F,Retired,Widowed,None,90000,Rural,Audi,2,2.5,19000,3,4,0,37,High
60,M,Engineer,Single,None,45000,Urban,Tesla,3,3.0,5000,2,1,1,31,High
29,M,Doctor,Married,PhD,100000,Suburban,Nissan,4,2.0,18000,3,2,2,33,High
36,M,Retired,Single,Bachelor,120000,Urban,Chevrolet,5,2.5,7000,0,0,1,10,Medium
58,F,Architect,Widowed,Bachelor,120000,Urban,Mercedes,9,4.0,13000,2,4,3,39,High
60,M,Doctor,Married,PhD,50000,Suburban,Tesla,7,1.5,18000,1,0,1,33,High
57,M,Retired,Divorced,None,35000,Suburban,Audi,9,1.5,17000,2,2,3,33,High
30,M,Retired,Divorced,Bachelor,115000,Suburban,Chevrolet,12,2.0,11000,2,4,2,18,High
34,F,Teacher,Widowed,Bachelor,80000,Rural,Honda,3,3.0,6000,2,4,0,39,High
60,F,Artist,Married,Master,35000,Suburban,Tesla,11,2.5,19000,2,3,1,21,High
59,F,Engineer,Divorced,None,70000,Suburban,Mercedes,8,3.5,14000,0,1,3,12,High
59,M,Retired,Married,PhD,65000,Urban,Honda,5,2.5,18000,3,0,3,25,High
69,F,Teacher,Single,Bachelor,135000,Urban,Chevrolet,5,2.5,5000,0,3,2,33,High
61,M,Retired,Widowed,None,125000,Urban,Mercedes,1,2.0,12000,3,0,3,36,High
68,F,Teacher,Divorced,None,140000,Rural,Ford,4,4.0,19000,1,2,3,33,High
61,M,Doctor,Single,Master,35000,Rural,Audi,9,2.5,18000,3,2,2,34,High
20,F,Engineer,Single,None,65000,Urban,Ford,10,3.0,14000,3,0,0,31,Medium
28,M,Engineer,Widowed,PhD,110000,Urban,BMW,8,2.0,19000,2,1,0,29,High
56,M,Artist,Single,Master,110000,Rural,Audi,10,2.5,5000,0,1,0,10,Low
40,F,Student,Single,None,135000,Urban,Tesla,9,2.5,10000,3,0,2,8,High
24,M,Architect,Widowed,Master,120000,Rural,Tesla,13,2.5,7000,2,3,2,5,High
61,F,Student,Widowed,Master,105000,Rural,Toyota,8,3.0,5000,0,4,1,39,High
18,M,Artist,Married,None,90000,Rural,Ford,5,3.0,14000,2,0,3,35,High
37,F,Engineer,Single,None,70000,Urban,Tesla,12,1.5,17000,0,1,1,2,High
20,F,Manager,Divorced,Master,55000,Urban,Nissan,1,2.5,18000,1,4,3,8,High
37,F,Retired,Divorced,None,50000,Urban,Nissan,14,3.5,6000,0,3,1,2,High
21,F,Student,Single,Bachelor,35000,Suburban,Chevrolet,14,1.5,8000,2,0,1,12,High
55,M,Lawyer,Divorced,Master,120000,Suburban,Ford,13,1.5,13000,1,2,1,21,High
35,F,Lawyer,Widowed,Bachelor,45000,Urban,Mercedes,1,3.5,15000,2,4,2,15,High
51,F,Doctor,Married,PhD,70000,Rural,Audi,3,2.0,10000,0,3,3,33,High
65,M,Retired,Widowed,Bachelor,70000,Suburban,Chevrolet,11,4.0,14000,0,2,1,27,Medium
67,M,Engineer,Single,None,70000,Rural,Ford,14,2.5,8000,2,3,0,16,High
67,F,Lawyer,Divorced,None,55000,Urban,Mercedes,8,1.5,15000,1,0,3,37,High
40,F,Teacher,Widowed,Bachelor,20000,Urban,Ford,4,1.5,17000,2,3,2,16,High
41,M,Manager,Married,PhD,120000,Suburban,Toyota,4,2.5,10000,3,1,1,6,Medium
46,F,Lawyer,Single,Bachelor,80000,Urban,Chevrolet,1,3.0,17000,2,1,3,37,High
50,M,Artist,Widowed,Master,140000,Suburban,Ford,2,2.0,7000,2,2,0,7,Medium
33,F,Doctor,Divorced,None,55000,Suburban,Ford,4,1.5,16000,3,3,2,34,High
34,F,Student,Married,Master,30000,Rural,Tesla,12,3.5,13000,2,4,3,10,High
39,F,Engineer,Divorced,None,70000,Rural,BMW,14,3.5,12000,1,2,1,22,High
46,M,Doctor,Married,Master,125000,Suburban,Nissan,2,3.0,8000,0,1,3,28,High
39,F,Lawyer,Widowed,None,50000,Urban,Nissan,1,3.0,9000,0,2,3,21,High
25,F,Student,Widowed,None,25000,Suburban,Ford,2,3.0,10000,3,1,0,33,Low
42,F,Engineer,Divorced,Bachelor,135000,Rural,Chevrolet,7,2.0,10000,0,2,1,37,Medium
30,M,Manager,Married,None,25000,Urban,Audi,12,1.5,12000,3,0,0,22,High
54,F,Manager,Married,None,20000,Urban,BMW,8,2.5,19000,3,1,0,38,High
45,F,Architect,Widowed,Bachelor,100000,Rural,Chevrolet,9,3.5,9000,1,4,0,6,High
65,F,Teacher,Single,None,140000,Suburban,Honda,2,2.5,12000,1,4,1,38,High
64,F,Manager,Married,None,135000,Rural,BMW,10,4.0,7000,0,1,0,9,Low
67,F,Architect,Single,Bachelor,140000,Suburban,Tesla,11,3.0,15000,3,3,0,26,High
62,M,Student,Single,PhD,105000,Suburban,Toyota,5,1.5,18000,0,1,0,7,High
45,M,Student,Divorced,None,135000,Suburban,Audi,13,1.5,6000,2,2,1,36,High
33,F,Student,Divorced,None,130000,Suburban,Chevrolet,8,4.0,18000,3,2,2,11,High
31,F,Artist,Widowed,Bachelor,25000,Urban,Ford,11,3.5,19000,0,0,3,12,High
23,M,Artist,Divorced,PhD,140000,Urban,Audi,3,2.5,10000,3,1,3,15,High
60,M,Retired,Divorced,Bachelor,40000,Rural,Tesla,9,2.0,11000,3,3,0,31,High
42,F,Engineer,Widowed,None,110000,Suburban,Ford,1,4.0,11000,1,2,3,35,High
28,M,Manager,Widowed,None,100000,Suburban,Tesla,12,2.5,14000,2,1,0,21,High
41,M,Student,Divorced,Bachelor,100000,Urban,BMW,12,1.5,17000,1,1,2,15,High
19,M,Engineer,Married,Bachelor,85000,Suburban,Honda,14,3.5,10000,3,1,3,38,High
18,M,Architect,Married,Master,130000,Suburban,Audi,3,2.5,9000,3,4,1,17,High
20,M,Architect,Widowed,None,30000,Rural,Honda,8,2.0,5000,1,3,1,35,High
44,F,Doctor,Married,None,30000,Urban,Audi,8,4.0,10000,3,4,2,29,High
34,M,Engineer,Married,Bachelor,55000,Urban,Toyota,9,4.0,7000,2,2,3,23,High
49,M,Lawyer,Single,None,95000,Rural,Chevrolet,6,1.5,9000,3,2,3,38,High
27,M,Artist,Divorced,PhD,85000,Rural,Toyota,6,2.5,10000,3,0,2,1,High
63,F,Manager,Widowed,None,115000,Suburban,Audi,14,3.0,16000,2,0,3,31,High
53,M,Retired,Single,PhD,50000,Rural,Tesla,3,3.5,13000,2,3,3,11,High
28,M,Engineer,Married,None,110000,Suburban,Mercedes,12,4.0,11000,3,2,0,23,High
56,F,Lawyer,Single,Bachelor,130000,Urban,Audi,10,4.0,8000,0,1,2,7,High
37,M,Lawyer,Divorced,Bachelor,95000,Rural,Nissan,6,4.0,8000,3,3,0,26,High
51,M,Engineer,Married,None,95000,Rural,Toyota,14,1.5,6000,1,4,2,34,High
67,M,Engineer,Single,Master,40000,Rural,Tesla,5,1.5,17000,0,0,2,5,High
27,F,Teacher,Single,Bachelor,115000,Suburban,BMW,9,3.5,14000,2,0,0,10,Medium
18,M,Lawyer,Divorced,Master,145000,Rural,Mercedes,11,2.5,7000,1,1,1,10,Medium
68,F,Engineer,Married,None,45000,Suburban,Tesla,2,2.5,7000,3,4,1,35,High
22,M,Student,Single,Master,30000,Urban,Audi,9,3.0,14000,3,3,0,39,High
69,F,Student,Married,Bachelor,65000,Rural,Toyota,14,2.0,11000,3,0,0,39,High
54,M,Doctor,Single,Bachelor,65000,Urban,Honda,12,2.0,16000,3,2,2,25,High
31,F,Student,Widowed,Master,40000,Rural,Nissan,11,4.0,15000,3,1,0,26,Low
32,F,Retired,Widowed,Bachelor,65000,Suburban,Honda,2,3.0,13000,3,4,3,34,High
49,F,Retired,Single,Bachelor,25000,Rural,Ford,9,3.5,7000,2,2,3,17,High
50,M,Doctor,Single,None,110000,Rural,Ford,12,3.0,13000,0,2,2,16,High
54,M,Student,Married,PhD,95000,Rural,Tesla,13,1.5,16000,1,1,2,32,High
63,M,Lawyer,Widowed,PhD,105000,Urban,Audi,5,2.5,11000,0,4,1,33,High
31,F,Engineer,Single,Master,95000,Rural,Honda,10,2.0,19000,3,0,0,25,High
26,F,Manager,Single,Bachelor,105000,Rural,BMW,14,2.0,15000,3,3,0,4,High
20,F,Doctor,Married,Master,25000,Urban,Nissan,7,3.5,17000,3,3,1,36,High
50,F,Lawyer,Married,Master,140000,Urban,Tesla,10,4.0,9000,3,2,3,39,High
20,F,Architect,Divorced,Master,50000,Urban,Tesla,14,3.0,16000,2,2,3,21,High
30,F,Manager,Single,Master,45000,Urban,Toyota,2,1.5,17000,2,0,0,38,Medium
53,F,Student,Widowed,None,105000,Rural,BMW,4,2.0,12000,2,0,0,9,Medium
61,M,Teacher,Married,Master,145000,Suburban,Honda,11,2.5,9000,0,4,3,20,High
42,M,Manager,Single,None,45000,Suburban,BMW,5,3.5,19000,0,3,0,14,High
27,F,Student,Single,None,30000,Rural,Nissan,8,2.0,10000,3,3,2,7,High
28,M,Teacher,Married,None,55000,Suburban,Honda,6,2.0,18000,0,2,1,10,High
48,M,Doctor,Married,Master,135000,Urban,Audi,12,3.5,14000,2,4,3,31,High
34,M,Artist,Divorced,Master,50000,Suburban,Toyota,2,2.5,13000,3,3,1,19,High
18,M,Engineer,Married,PhD,40000,Suburban,Ford,10,1.5,8000,2,3,2,31,High
18,M,Retired,Married,Master,70000,Rural,Ford,8,2.5,19000,3,4,3,5,High
41,F,Artist,Divorced,Bachelor,130000,Rural,Chevrolet,5,1.5,14000,1,4,0,27,High
57,M,Teacher,Divorced,None,45000,Suburban,Tesla,11,3.5,7000,3,1,3,27,High
27,M,Architect,Divorced,PhD,50000,Urban,Audi,8,2.5,8000,3,0,0,1,Low
52,M,Doctor,Single,PhD,95000,Urban,Chevrolet,11,4.0,16000,2,1,3,38,High
28,F,Teacher,Single,Master,115000,Suburban,Chevrolet,1,2.0,8000,3,2,1,33,Medium
22,M,Teacher,Divorced,Bachelor,95000,Urban,Mercedes,7,4.0,7000,1,4,0,7,High
18,M,Architect,Widowed,None,25000,Suburban,Honda,6,2.5,9000,3,1,0,29,Low
24,M,Student,Divorced,Bachelor,85000,Urban,Tesla,2,3.5,8000,3,3,3,20,High
65,M,Artist,Widowed,Bachelor,40000,Suburban,Nissan,3,2.5,8000,2,3,3,2,High
65,M,Lawyer,Widowed,Master,95000,Suburban,Tesla,3,3.5,18000,3,2,1,6,High
28,F,Teacher,Widowed,None,25000,Rural,Ford,3,4.0,11000,1,0,3,6,High
32,M,Teacher,Widowed,PhD,70000,Urban,Toyota,8,1.5,12000,3,3,1,31,High
33,F,Lawyer,Married,PhD,105000,Rural,Honda,1,4.0,15000,2,0,1,28,Medium
53,M,Manager,Widowed,Bachelor,85000,Suburban,Nissan,11,1.5,11000,1,0,2,21,High
57,M,Engineer,Widowed,Bachelor,40000,Urban,Toyota,13,1.5,13000,3,3,1,32,High
69,M,Doctor,Single,Master,35000,Rural,Chevrolet,4,3.0,18000,1,0,1,34,High
51,F,Student,Single,None,60000,Rural,Toyota,12,4.0,6000,3,2,1,4,High
55,M,Architect,Single,PhD,80000,Suburban,Chevrolet,6,4.0,18000,2,1,0,33,High
68,M,Student,Widowed,Master,125000,Suburban,Ford,2,4.0,14000,3,2,3,7,High
41,M,Student,Divorced,PhD,50000,Suburban,Toyota,1,4.0,11000,0,1,2,5,High
